epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1242.92,0.44577,0.27456,1.01277,0.99604,0.99024,0.99439,0.9331,0.39697,0.20896,1.0138,0.000970919,0.000970919,0.000970919
47,1269.7,0.4387,0.26721,1.00743,0.99858,0.99495,0.995,0.93888,0.39394,0.19366,1.002,0.000945256,0.000945256,0.000945256
48,1296.54,0.43899,0.27303,1.00892,0.99868,0.99996,0.995,0.93652,0.38505,0.18898,1.00004,0.00091949,0.00091949,0.00091949
49,1323.28,0.43655,0.26913,1.00756,0.99545,0.99748,0.995,0.94061,0.37681,0.18989,0.99571,0.000893648,0.000893648,0.000893648
50,1350.08,0.43719,0.26685,1.00662,0.99955,0.99998,0.995,0.94773,0.37426,0.19087,0.9866,0.000867754,0.000867754,0.000867754
51,1376.82,0.43018,0.25981,1.00493,0.99934,1,0.995,0.9434,0.37413,0.18685,0.98813,0.000841835,0.000841835,0.000841835
52,1403.76,0.42409,0.26038,1.00649,0.99691,0.99724,0.9943,0.95127,0.36467,0.19073,0.97706,0.000815916,0.000815916,0.000815916
53,1430.6,0.42643,0.25782,1.00294,0.99635,0.99772,0.995,0.94856,0.36947,0.18647,0.98549,0.000790022,0.000790022,0.000790022
54,1457.38,0.42741,0.26127,1.00362,0.99579,0.99981,0.995,0.94967,0.36558,0.18201,0.97341,0.00076418,0.00076418,0.00076418
55,1484.18,0.41857,0.25739,0.99974,0.99943,1,0.995,0.94487,0.37195,0.18103,0.97962,0.000738414,0.000738414,0.000738414
56,1510.98,0.42335,0.25452,0.99873,0.99921,0.99697,0.995,0.94931,0.36512,0.18045,0.97699,0.000712751,0.000712751,0.000712751
57,1537.74,0.41292,0.24738,0.99434,0.99835,0.99977,0.995,0.95036,0.36199,0.17857,0.97201,0.000687214,0.000687214,0.000687214
58,1564.66,0.41351,0.24357,0.99625,0.99794,0.9997,0.995,0.94891,0.3656,0.17988,0.97644,0.000661831,0.000661831,0.000661831
59,1591.49,0.41117,0.24548,0.99447,0.9996,0.99821,0.995,0.94784,0.36467,0.18517,0.97807,0.000636625,0.000636625,0.000636625
60,1618.22,0.41494,0.24767,0.99637,0.99823,0.99744,0.995,0.9481,0.36381,0.17993,0.97756,0.000611621,0.000611621,0.000611621
61,1645.01,0.40413,0.24079,0.99212,0.9927,0.99213,0.99477,0.94698,0.36523,0.19915,0.98445,0.000586845,0.000586845,0.000586845
62,1671.79,0.4026,0.2386,0.98797,0.99924,1,0.995,0.95457,0.35552,0.16905,0.96874,0.00056232,0.00056232,0.00056232
63,1698.62,0.40075,0.23328,0.98754,0.9973,0.99982,0.995,0.95077,0.36619,0.18076,0.97286,0.000538072,0.000538072,0.000538072
64,1725.33,0.3975,0.23193,0.98609,0.99977,0.99825,0.995,0.95648,0.35529,0.17461,0.97036,0.000514122,0.000514122,0.000514122
65,1752.11,0.39596,0.23244,0.98362,0.99939,1,0.995,0.95043,0.35959,0.17543,0.97474,0.000490497,0.000490497,0.000490497
66,1778.9,0.40145,0.237,0.98648,0.99924,1,0.995,0.95601,0.3558,0.1704,0.97166,0.000467218,0.000467218,0.000467218
67,1805.81,0.39153,0.22761,0.98196,0.99934,1,0.995,0.95448,0.34966,0.16978,0.96445,0.000444309,0.000444309,0.000444309
68,1832.72,0.39159,0.23109,0.98498,0.99752,0.99987,0.995,0.95749,0.34798,0.17231,0.9692,0.000421792,0.000421792,0.000421792
69,1859.51,0.3885,0.22627,0.98211,0.99966,1,0.995,0.95745,0.34474,0.16615,0.95926,0.000399689,0.000399689,0.000399689
70,1886.33,0.3835,0.21816,0.98146,0.9994,1,0.995,0.95728,0.34507,0.16147,0.95785,0.000378023,0.000378023,0.000378023
71,1913.16,0.38107,0.21845,0.97501,0.99846,0.99973,0.995,0.95567,0.34207,0.16254,0.9533,0.000356815,0.000356815,0.000356815
72,1939.92,0.38299,0.2222,0.98064,0.99841,0.99977,0.995,0.9572,0.34012,0.16248,0.9546,0.000336086,0.000336086,0.000336086
73,1966.83,0.37792,0.22066,0.98226,0.99575,0.99983,0.99495,0.95745,0.34344,0.16616,0.95611,0.000315855,0.000315855,0.000315855
74,1993.61,0.37492,0.21474,0.9699,0.99588,0.99982,0.995,0.95635,0.34572,0.16935,0.95618,0.000296144,0.000296144,0.000296144
75,2020.44,0.37641,0.21648,0.97462,0.99585,0.99982,0.995,0.95911,0.34235,0.16736,0.96137,0.000276971,0.000276971,0.000276971
76,2047.31,0.37213,0.21103,0.9739,0.99796,0.99971,0.995,0.95991,0.34226,0.16641,0.95722,0.000258355,0.000258355,0.000258355
77,2074.1,0.37048,0.21111,0.97472,0.99913,0.99743,0.995,0.95919,0.34312,0.16702,0.96226,0.000240316,0.000240316,0.000240316
78,2100.98,0.37138,0.21144,0.97245,0.99871,0.99985,0.995,0.96018,0.33474,0.16014,0.95056,0.00022287,0.00022287,0.00022287
79,2127.8,0.3679,0.20743,0.97221,0.99959,0.99753,0.995,0.96048,0.33447,0.16101,0.94866,0.000206034,0.000206034,0.000206034
80,2154.58,0.36314,0.20411,0.97152,0.9993,1,0.995,0.95908,0.33326,0.15721,0.94866,0.000189827,0.000189827,0.000189827
81,2181.3,0.36654,0.20525,0.96932,0.99846,0.99977,0.995,0.95662,0.33514,0.15674,0.95292,0.000174262,0.000174262,0.000174262
82,2208.05,0.36301,0.20577,0.96632,0.99889,0.99988,0.995,0.95794,0.33286,0.15735,0.94671,0.000159357,0.000159357,0.000159357
83,2234.87,0.35465,0.20079,0.96232,0.99946,1,0.995,0.96102,0.33442,0.15777,0.949,0.000145125,0.000145125,0.000145125
84,2261.49,0.35652,0.20056,0.96586,0.99824,0.99965,0.995,0.96129,0.33405,0.15878,0.9498,0.000131581,0.000131581,0.000131581
85,2288.41,0.35904,0.20162,0.96519,0.99913,0.99747,0.995,0.96178,0.33239,0.15871,0.95294,0.000118737,0.000118737,0.000118737
86,2315.17,0.35097,0.19566,0.96309,0.99903,0.99996,0.995,0.96099,0.33125,0.15785,0.94778,0.000106608,0.000106608,0.000106608
87,2342.05,0.35555,0.19872,0.9707,0.99906,0.99997,0.995,0.95934,0.33334,0.15666,0.94823,9.52034e-05,9.52034e-05,9.52034e-05
88,2368.78,0.34771,0.1935,0.96113,0.99859,0.99981,0.995,0.96176,0.3307,0.15663,0.94829,8.4536e-05,8.4536e-05,8.4536e-05
89,2395.64,0.34888,0.19587,0.96502,0.99913,1,0.995,0.95877,0.33141,0.15891,0.9474,7.4616e-05,7.4616e-05,7.4616e-05
90,2422.63,0.34904,0.1949,0.96512,0.9988,0.99991,0.995,0.96283,0.3296,0.15746,0.94668,6.54531e-05,6.54531e-05,6.54531e-05
91,2464.62,0.27495,0.16536,0.91986,0.99921,1,0.995,0.94919,0.33819,0.16317,0.95468,5.70564e-05,5.70564e-05,5.70564e-05
92,2490.97,0.26263,0.14668,0.9137,0.99933,1,0.995,0.95314,0.33728,0.16029,0.95148,4.94343e-05,4.94343e-05,4.94343e-05
93,2517.43,0.2597,0.1426,0.91274,0.99922,1,0.995,0.9557,0.3346,0.15869,0.94806,4.25941e-05,4.25941e-05,4.25941e-05
94,2543.79,0.25176,0.14133,0.90568,0.99938,1,0.995,0.95769,0.33016,0.1592,0.94425,3.65426e-05,3.65426e-05,3.65426e-05
95,2570.15,0.25114,0.13797,0.89929,0.99859,0.99984,0.995,0.96065,0.32893,0.1571,0.94344,3.12859e-05,3.12859e-05,3.12859e-05
96,2596.57,0.25294,0.13936,0.90501,0.99905,1,0.995,0.95758,0.32908,0.15628,0.94457,2.68292e-05,2.68292e-05,2.68292e-05
97,2622.94,0.25092,0.1381,0.90585,0.99907,1,0.995,0.95963,0.32771,0.15657,0.94409,2.31767e-05,2.31767e-05,2.31767e-05
98,2649.33,0.24775,0.1363,0.89634,0.99883,0.99998,0.995,0.95976,0.32645,0.15611,0.94247,2.03321e-05,2.03321e-05,2.03321e-05
99,2675.64,0.24714,0.1363,0.90425,0.99911,1,0.995,0.96071,0.32583,0.15615,0.94152,1.82983e-05,1.82983e-05,1.82983e-05
100,2702.49,0.24936,0.13746,0.90185,0.99939,1,0.995,0.95878,0.32609,0.15645,0.94146,1.70772e-05,1.70772e-05,1.70772e-05
